"time","modis_pixels"
2012-10-15,0.876725
2012-10-31,0.87075
2012-11-16,0.864775
2012-12-02,0.8588
2012-12-18,0.8643
2013-01-01,0.8284
2013-01-17,0.806433333333333
2013-02-02,0.784466666666667
2013-02-18,0.7625
2013-03-06,0.7827
2013-03-22,0.8029
2013-04-07,0.9104
2013-04-23,0.7472
2013-05-09,0.8262
2013-05-25,0.8012
2013-06-10,0.83885
2013-06-26,0.8765
2013-07-12,0.8803
2013-07-28,0.8706
2013-08-13,0.8615
2013-08-29,0.8638
2013-09-14,0.8354
2013-09-30,0.7633
2013-10-16,0.82695
2013-11-01,0.8906
2013-11-17,0.9385
2013-12-03,0.9013
2013-12-19,0.876366666666667
2014-01-01,0.851433333333333
2014-01-17,0.8265
2014-02-02,0.827733333333333
2014-02-18,0.828966666666667
2014-03-06,0.8302
2014-03-22,0.8216
2014-04-07,0.7201
2014-04-23,0.6186
2014-05-09,0.5171
2014-05-25,0.7312
2014-06-10,0.8562
2014-06-26,0.8642
2014-07-12,0.8722
2014-07-28,0.8592
2014-08-13,0.8708
2014-08-29,0.8517
2014-09-14,0.8654
2014-09-30,0.7623
2014-10-16,0.8829
2014-11-01,0.8771
2014-11-17,0.8391
2014-12-03,0.8458
2014-12-19,0.9138
2015-01-01,0.8087
2015-01-17,0.8768
2015-02-02,0.882
2015-02-18,0.8028
2015-03-06,0.8666
2015-03-22,0.8444
2015-04-07,0.8536
2015-04-23,0.86945
2015-05-09,0.8853
2015-05-25,0.7823
2015-06-10,0.884
2015-06-26,0.8323
2015-07-12,0.8513
2015-07-28,0.8611
2015-08-13,0.8592
2015-08-29,0.8352
2015-09-14,0.8196
2015-09-30,0.8926
2015-10-16,0.8585
2015-11-01,0.847733333333333
2015-11-17,0.836966666666667
2015-12-03,0.8262
2015-12-19,0.891
2016-01-01,0.864733333333333
2016-01-17,0.838466666666667
2016-02-02,0.8122
2016-02-18,0.8496
2016-03-05,0.887
2016-03-21,0.8368
2016-04-06,0.8558
2016-04-22,0.8577
2016-05-08,0.8596
2016-05-24,0.8081
2016-06-09,0.8243
2016-06-25,0.8405
2016-07-11,0.8481
2016-07-27,0.8625
2016-08-12,0.8549
2016-08-28,0.8045
2016-09-13,0.8347
2016-09-29,0.8091
2016-10-15,0.8126
2016-10-31,0.878
2016-11-16,0.8362
2016-12-02,0.85
2016-12-18,0.850066666666667
2017-01-01,0.850133333333333
2017-01-17,0.8502
2017-02-02,0.848325
2017-02-18,0.84645
2017-03-06,0.844575
2017-03-22,0.8427
2017-04-07,0.831
2017-04-23,0.8193
2017-05-09,0.8076
2017-05-25,0.8777
2017-06-10,0.8403
2017-06-26,0.8665
2017-07-12,0.8621
2017-07-28,0.8726
2017-08-13,0.8632
2017-08-29,0.8697
2017-09-14,0.8349
2017-09-30,0.8227
2017-10-16,0.8093
2017-11-01,0.8188
2017-11-17,0.8723
2017-12-03,0.8065
2017-12-19,0.7874
2018-01-01,0.8313
2018-01-17,0.825533333333333
2018-02-02,0.819766666666667
2018-02-18,0.814
2018-03-06,0.808533333333333
2018-03-22,0.803066666666667
2018-04-07,0.7976
2018-04-23,0.8433
2018-05-09,0.9071
2018-05-25,0.8824
2018-06-10,0.8577
2018-06-26,0.8495
2018-07-12,0.849
2018-07-28,0.8658
2018-08-13,0.8459
2018-08-29,0.8367
2018-09-14,0.8527
2018-09-30,0.8593
2018-10-16,0.8871
2018-11-01,0.8436
2018-11-17,0.831914285714286
2018-12-03,0.820228571428571
2018-12-19,0.808542857142857
2019-01-01,0.796857142857143
2019-01-17,0.785171428571429
2019-02-02,0.773485714285714
2019-02-18,0.7618
2019-03-06,0.8346
2019-03-22,0.8818
2019-04-07,0.86825
2019-04-23,0.8547
2019-05-09,0.87205
2019-05-25,0.8894
2019-06-10,0.86815
2019-06-26,0.8469
2019-07-12,0.8765
2019-07-28,0.8587
2019-08-13,0.8468
2019-08-29,0.8577
2019-09-14,0.8868
2019-09-30,0.8436
2019-10-16,0.915
2019-11-01,0.8924
2019-11-17,0.8698
2019-12-03,0.8472
2019-12-19,0.8246
2020-01-01,0.8183
2020-01-17,0.9096
2020-02-02,0.8161
2020-02-18,0.826
2020-03-05,0.8359
2020-03-21,0.78045
2020-04-06,0.725
2020-04-22,0.8898
2020-05-08,0.86255
2020-05-24,0.8353
2020-06-09,0.8388
2020-06-25,0.8451
2020-07-11,0.8816
2020-07-27,0.8764
2020-08-12,0.848
2020-08-28,0.8694
2020-09-13,0.8496
2020-09-29,0.8581
2020-10-15,0.902
2020-10-31,0.82485
2020-11-16,0.7477
2020-12-02,0.8328
2020-12-18,0.8053
2021-01-01,0.8196
2021-01-17,0.8305
2021-02-02,0.8414
2021-02-18,0.8523
2021-03-06,0.8632
2021-03-22,0.85045
2021-04-07,0.8377
2021-04-23,0.883
2021-05-09,0.9283
2021-05-25,0.8271
2021-06-10,0.83225
2021-06-26,0.8374
2021-07-12,0.8677
2021-07-28,0.8708
2021-08-13,0.8585
2021-08-29,0.8484
2021-09-14,0.8672
2021-09-30,0.8965
2021-10-16,0.8385
2021-11-01,0.8341
2021-11-17,0.8297
2021-12-03,0.8023
2021-12-19,0.7749
2022-01-01,0.8781
2022-01-17,0.8189
2022-02-02,0.9127
2022-02-18,0.903833333333333
2022-03-06,0.894966666666667
2022-03-22,0.8861
2022-04-07,0.886
2022-04-23,0.8859
2022-05-09,0.8823
2022-05-25,0.8684
2022-06-10,0.8322
2022-06-26,0.8469
2022-07-12,0.8458
2022-07-28,0.8264
2022-08-13,0.8837
2022-08-29,0.864
2022-09-14,0.8216
2022-09-30,0.8395
2022-10-16,0.86815
2022-11-01,0.8968
2022-11-17,0.8537
2022-12-03,0.8106
2022-12-19,0.7882
2023-01-01,0.8523
2023-01-17,0.85025
2023-02-02,0.8482
2023-02-18,0.7434
2023-03-06,0.8039
2023-03-22,0.81275
2023-04-07,0.8216
2023-04-23,0.8365
2023-05-09,0.85185
2023-05-25,0.8672
2023-06-10,0.8936
2023-06-26,0.8541
2023-07-12,0.8583
2023-07-28,0.8758
2023-08-13,0.8335
2023-08-29,0.8696
2023-09-14,0.8557
2023-09-30,0.8558
2023-10-16,0.8527
2023-11-01,0.8915
2023-11-17,0.8815
2023-12-03,0.885
2023-12-19,0.8885
